"orderIndex","disclosure-requirement nr.","disclosure-requirement name","datapoint nr.","sub-number","description","parent description","datapoint title","sub-title","entered data","unit","explanation","reportability","obligation","dataAvailability","status","reviewResult","explanationReview","hasDocuments","editor","reviewer"
907,"S1-6","Merkmale der Mitarbeiter des Unternehmens","50","50b","50b. Zusätzlich zu den nach Absatz 40 Buchstabe a Ziffer iii des ESRS 2 Allgemeine Angaben erforderlichen Informationen muss das Unternehmen Folgendes angeben:
die Gesamtzahl nach Personenzahl oder Vollzeitäquivalenten (VZÄ) der
i. Arbeitnehmer mit unbefristeten Arbeitsverträgen, auch aufgeschlüsselt nach Geschlecht,
ii. Arbeitnehmer mit befristeten Arbeitsverträgen, auch aufgeschlüsselt nach Geschlecht, und
iii. der Abrufkräfte, auch aufgeschlüsselt nach Geschlecht,","Geben Sie einen Überblick über die Zusammensetzung der Belegschaft, einschließlich der Mitarbeiteranzahl nach Ländern, Geschlechteraufteilung und Mitarbeitertypen. Erläutern Sie die Fluktuationsrate und die spezifischen Methoden zur Datenerhebung. Klären Sie die Definitionen von Mitarbeiterzahl und Vollzeitäquivalent (FTE) und beschreiben Sie die angewandten Berichtsmethodologien für die Mitarbeiterdaten. Geben Sie zudem kontextuelle Informationen, die ein besseres Verständnis der Belegschaftsdynamik ermöglichen, und erklären Sie etwaige Verweise auf die Finanzberichte, um die Beziehung zwischen Mitarbeiterdaten und finanzieller Leistung hervorzuheben.","Zusammensetzung der Belegschaft, Fluktuation und Berichtsmethodologien","Gesamtzahl der Beschäftigten nach Beschäftigungsstatus","Angabe in: Personenzahl 
--------------------
Anzahl der weiblichen Mitarbeiter: 0 
--------------------
Anzahl der weiblichen festen Mitarbeiter: 0 
--------------------
Anzahl der weiblichen befristeten Mitarbeiter: 0 
--------------------
Anzahl der weiblichen Mitarbeiter mit nicht garantierten Stunden: 0 
--------------------
Anzahl der männlichen Mitarbeiter: 0 
--------------------
Anzahl der männlichen festen Mitarbeiter: 0 
--------------------
Anzahl der männlichen befristeten Mitarbeiter: 0 
--------------------
Anzahl der männlichen Mitarbeiter mit nicht garantierten Stunden: 0 
--------------------
Diverese Anzahl der Mitarbeiter: 0 
--------------------
Anzahl der diversen festen Mitarbeiter: 0 
--------------------
Anzahl der diversen befristeten Mitarbeiter: 0 
--------------------
Anzahl der diversen Mitarbeiter mit nicht garantierten Stunden: 0 
--------------------
Anzahl der Mitarbeiter, die ihr Geschlecht nicht angegeben haben: 0 
--------------------
Anzahl der festen Mitarbeiter, die ihr Geschlecht nicht angegeben haben: 0 
--------------------
Anzahl der befristeten Mitarbeiter, die ihr Geschlecht nicht angegeben haben: 0 
--------------------
Anzahl der Mitarbeiter mit nicht garantierten Stunden, die ihr Geschlecht nicht angegeben haben: 0 
--------------------
Insgesamte Anzahl der Mitarbeiter: 0 
--------------------
Insgesamte Anzahl der festen Mitarbeiter: 0 
--------------------
Insgesamte Anzahl der befristeten Mitarbeiter: 0 
--------------------
Insgesamte Anzahl der Mitarbeiter mit nicht garantierten Stunden: 0 ","","Werte mit ""0"" können ignoriert werden. Diese Felder werden vom Tool als Pflichtfelder angezeigt, obwohl keine Berichtspflichtigkeit hier vorliegt. ","","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
908,"S1-6","Merkmale der Mitarbeiter des Unternehmens","50","50b","50b. Zusätzlich zu den nach Absatz 40 Buchstabe a Ziffer iii des ESRS 2 Allgemeine Angaben erforderlichen Informationen muss das Unternehmen Folgendes angeben:
Die Durchschnittszahl nach Personenzahl oder Vollzeitäquivalenten (VZÄ) der
i. Arbeitnehmer mit unbefristeten Arbeitsverträgen, auch aufgeschlüsselt nach Geschlecht,
ii. Arbeitnehmer mit befristeten Arbeitsverträgen, auch aufgeschlüsselt nach Geschlecht, und
iii. der Abrufkräfte, auch aufgeschlüsselt nach Geschlecht,","Geben Sie einen Überblick über die Zusammensetzung der Belegschaft, einschließlich der Mitarbeiteranzahl nach Ländern, Geschlechteraufteilung und Mitarbeitertypen. Erläutern Sie die Fluktuationsrate und die spezifischen Methoden zur Datenerhebung. Klären Sie die Definitionen von Mitarbeiterzahl und Vollzeitäquivalent (FTE) und beschreiben Sie die angewandten Berichtsmethodologien für die Mitarbeiterdaten. Geben Sie zudem kontextuelle Informationen, die ein besseres Verständnis der Belegschaftsdynamik ermöglichen, und erklären Sie etwaige Verweise auf die Finanzberichte, um die Beziehung zwischen Mitarbeiterdaten und finanzieller Leistung hervorzuheben.","Zusammensetzung der Belegschaft, Fluktuation und Berichtsmethodologien","Durchschnittszahl der Beschäftigten nach Beschäftigungsstatus","Angabe in: Personenzahl 
--------------------
Anzahl der weiblichen Mitarbeiter: 0 
--------------------
Anzahl der weiblichen festen Mitarbeiter: 0 
--------------------
Anzahl der weiblichen befristeten Mitarbeiter: 0 
--------------------
Anzahl der weiblichen Mitarbeiter mit nicht garantierten Stunden: 0 
--------------------
Anzahl der männlichen Mitarbeiter: 0 
--------------------
Anzahl der männlichen festen Mitarbeiter: 0 
--------------------
Anzahl der männlichen befristeten Mitarbeiter: 0 
--------------------
Anzahl der männlichen Mitarbeiter mit nicht garantierten Stunden: 0 
--------------------
Diverese Anzahl der Mitarbeiter: 0 
--------------------
Anzahl der diversen festen Mitarbeiter: 0 
--------------------
Anzahl der diversen befristeten Mitarbeiter: 0 
--------------------
Anzahl der diversen Mitarbeiter mit nicht garantierten Stunden: 0 
--------------------
Anzahl der Mitarbeiter, die ihr Geschlecht nicht angegeben haben: 0 
--------------------
Anzahl der festen Mitarbeiter, die ihr Geschlecht nicht angegeben haben: 0 
--------------------
Anzahl der befristeten Mitarbeiter, die ihr Geschlecht nicht angegeben haben: 0 
--------------------
Anzahl der Mitarbeiter mit nicht garantierten Stunden, die ihr Geschlecht nicht angegeben haben: 0 
--------------------
Insgesamte Anzahl der Mitarbeiter: 0 
--------------------
Insgesamte Anzahl der festen Mitarbeiter: 0 
--------------------
Insgesamte Anzahl der befristeten Mitarbeiter: 0 
--------------------
Insgesamte Anzahl der Mitarbeiter mit nicht garantierten Stunden: 0 ","","Werte mit ""0"" können ignoriert werden. Diese Felder werden vom Tool als Pflichtfelder angezeigt, obwohl keine Berichtspflichtigkeit hier vorliegt. ","","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
911,"S1-6","Merkmale der Mitarbeiter des Unternehmens","50","50c","Zusätzlich zu den nach Absatz 40 Buchstabe a Ziffer iii des ESRS 2 Allgemeine Angaben erforderlichen Informationen muss das Unternehmen Folgendes angeben:
die Gesamtzahl der Beschäftigten, die das Unternehmen im Berichtszeitraum verlassen haben.","Geben Sie einen Überblick über die Zusammensetzung der Belegschaft, einschließlich der Mitarbeiteranzahl nach Ländern, Geschlechteraufteilung und Mitarbeitertypen. Erläutern Sie die Fluktuationsrate und die spezifischen Methoden zur Datenerhebung. Klären Sie die Definitionen von Mitarbeiterzahl und Vollzeitäquivalent (FTE) und beschreiben Sie die angewandten Berichtsmethodologien für die Mitarbeiterdaten. Geben Sie zudem kontextuelle Informationen, die ein besseres Verständnis der Belegschaftsdynamik ermöglichen, und erklären Sie etwaige Verweise auf die Finanzberichte, um die Beziehung zwischen Mitarbeiterdaten und finanzieller Leistung hervorzuheben.","Zusammensetzung der Belegschaft, Fluktuation und Berichtsmethodologien","Wie viele Beschäftigte haben Ihr Unternehmen im Berichtszeitraum verlassen?",1163,"","Werte mit ""0"" können ignoriert werden. Diese Felder werden vom Tool als Pflichtfelder angezeigt, obwohl keine Berichtspflichtigkeit hier vorliegt. ","REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
912,"S1-6","Merkmale der Mitarbeiter des Unternehmens","50","50c","Zusätzlich zu den nach Absatz 40 Buchstabe a Ziffer iii des ESRS 2 Allgemeine Angaben erforderlichen Informationen muss das Unternehmen Folgendes angeben:
Die Quote der Mitarbeiterfluktuation im Berichtszeitraum","Geben Sie einen Überblick über die Zusammensetzung der Belegschaft, einschließlich der Mitarbeiteranzahl nach Ländern, Geschlechteraufteilung und Mitarbeitertypen. Erläutern Sie die Fluktuationsrate und die spezifischen Methoden zur Datenerhebung. Klären Sie die Definitionen von Mitarbeiterzahl und Vollzeitäquivalent (FTE) und beschreiben Sie die angewandten Berichtsmethodologien für die Mitarbeiterdaten. Geben Sie zudem kontextuelle Informationen, die ein besseres Verständnis der Belegschaftsdynamik ermöglichen, und erklären Sie etwaige Verweise auf die Finanzberichte, um die Beziehung zwischen Mitarbeiterdaten und finanzieller Leistung hervorzuheben.","Zusammensetzung der Belegschaft, Fluktuation und Berichtsmethodologien","Wie hoch ist die Fluktuationsrate der Mitarbeitenden?",20.9,"","Werte mit ""0"" können ignoriert werden. Diese Felder werden vom Tool als Pflichtfelder angezeigt, obwohl keine Berichtspflichtigkeit hier vorliegt. ","REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
913,"S1-6","Merkmale der Mitarbeiter des Unternehmens","50","50d","Zusätzlich zu den nach Absatz 40 Buchstabe a Ziffer iii des ESRS 2 Allgemeine Angaben erforderlichen Informationen muss das Unternehmen Folgendes angeben:
Eine Beschreibung der zur Zusammenstellung der Daten verwendeten Methoden und Annahmen, einschließlich Angaben darüber,","Geben Sie einen Überblick über die Zusammensetzung der Belegschaft, einschließlich der Mitarbeiteranzahl nach Ländern, Geschlechteraufteilung und Mitarbeitertypen. Erläutern Sie die Fluktuationsrate und die spezifischen Methoden zur Datenerhebung. Klären Sie die Definitionen von Mitarbeiterzahl und Vollzeitäquivalent (FTE) und beschreiben Sie die angewandten Berichtsmethodologien für die Mitarbeiterdaten. Geben Sie zudem kontextuelle Informationen, die ein besseres Verständnis der Belegschaftsdynamik ermöglichen, und erklären Sie etwaige Verweise auf die Finanzberichte, um die Beziehung zwischen Mitarbeiterdaten und finanzieller Leistung hervorzuheben.","Zusammensetzung der Belegschaft, Fluktuation und Berichtsmethodologien","Welche Methoden wurden zur Datensammlung verwendet?","Die Daten wurden aus der Personalmanagement Software ermittelt.","","Werte mit ""0"" können ignoriert werden. Diese Felder werden vom Tool als Pflichtfelder angezeigt, obwohl keine Berichtspflichtigkeit hier vorliegt. ","REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
914,"S1-6","Merkmale der Mitarbeiter des Unternehmens","50","50 d (i)","Zusätzlich zu den nach Absatz 40 Buchstabe a Ziffer iii des ESRS 2 Allgemeine Angaben erforderlichen Informationen muss das Unternehmen Folgendes angeben:
Eine Beschreibung der zur Zusammenstellung der Daten verwendeten Methoden und Annahmen, einschließlich Angaben darüber:
Ob die Daten als Personenzahl oder Vollzeitäquivalente (einschließlich einer Erläuterung, wie VZÄ definiert werden) übermittelt werden und","Geben Sie einen Überblick über die Zusammensetzung der Belegschaft, einschließlich der Mitarbeiteranzahl nach Ländern, Geschlechteraufteilung und Mitarbeitertypen. Erläutern Sie die Fluktuationsrate und die spezifischen Methoden zur Datenerhebung. Klären Sie die Definitionen von Mitarbeiterzahl und Vollzeitäquivalent (FTE) und beschreiben Sie die angewandten Berichtsmethodologien für die Mitarbeiterdaten. Geben Sie zudem kontextuelle Informationen, die ein besseres Verständnis der Belegschaftsdynamik ermöglichen, und erklären Sie etwaige Verweise auf die Finanzberichte, um die Beziehung zwischen Mitarbeiterdaten und finanzieller Leistung hervorzuheben.","Zusammensetzung der Belegschaft, Fluktuation und Berichtsmethodologien","Werden die Daten als Personenzahl oder Vollzeitäquivalente (einschließlich einer Erläuterung, wie VZÄ definiert werden) übermittelt?","Personenzahl","","Werte mit ""0"" können ignoriert werden. Diese Felder werden vom Tool als Pflichtfelder angezeigt, obwohl keine Berichtspflichtigkeit hier vorliegt. ","REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
915,"S1-6","Merkmale der Mitarbeiter des Unternehmens","50","50 d (ii)","Zusätzlich zu den nach Absatz 40 Buchstabe a Ziffer iii des ESRS 2 Allgemeine Angaben erforderlichen Informationen muss das Unternehmen Folgendes angeben:
Eine Beschreibung der zur Zusammenstellung der Daten verwendeten Methoden und Annahmen, einschließlich Angaben darüber:
Ob die Zahlen am Ende des Berichtszeitraums als Durchschnitt des Berichtszeitraums oder unter Verwendung einer anderen Methode übermittelt werden.","Geben Sie einen Überblick über die Zusammensetzung der Belegschaft, einschließlich der Mitarbeiteranzahl nach Ländern, Geschlechteraufteilung und Mitarbeitertypen. Erläutern Sie die Fluktuationsrate und die spezifischen Methoden zur Datenerhebung. Klären Sie die Definitionen von Mitarbeiterzahl und Vollzeitäquivalent (FTE) und beschreiben Sie die angewandten Berichtsmethodologien für die Mitarbeiterdaten. Geben Sie zudem kontextuelle Informationen, die ein besseres Verständnis der Belegschaftsdynamik ermöglichen, und erklären Sie etwaige Verweise auf die Finanzberichte, um die Beziehung zwischen Mitarbeiterdaten und finanzieller Leistung hervorzuheben.","Zusammensetzung der Belegschaft, Fluktuation und Berichtsmethodologien","Werden die Zahlen am Ende des Berichtszeitraums als Durchschnitt des Berichtszeitraums oder unter Verwendung einer anderen Methode übermittelt?","Andere Methodik","","Werte mit ""0"" können ignoriert werden. Diese Felder werden vom Tool als Pflichtfelder angezeigt, obwohl keine Berichtspflichtigkeit hier vorliegt. ","REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
916,"S1-6","Merkmale der Mitarbeiter des Unternehmens","50","50e","Zusätzlich zu den nach Absatz 40 Buchstabe a Ziffer iii des ESRS 2 Allgemeine Angaben erforderlichen Informationen muss das Unternehmen Folgendes angeben:
Gegebenenfalls Hintergrundinformationen, die zum Verständnis der Daten erforderlich sind (z. B. Fluktuation der Zahl der Beschäftigten im Berichtszeitraum).","Geben Sie einen Überblick über die Zusammensetzung der Belegschaft, einschließlich der Mitarbeiteranzahl nach Ländern, Geschlechteraufteilung und Mitarbeitertypen. Erläutern Sie die Fluktuationsrate und die spezifischen Methoden zur Datenerhebung. Klären Sie die Definitionen von Mitarbeiterzahl und Vollzeitäquivalent (FTE) und beschreiben Sie die angewandten Berichtsmethodologien für die Mitarbeiterdaten. Geben Sie zudem kontextuelle Informationen, die ein besseres Verständnis der Belegschaftsdynamik ermöglichen, und erklären Sie etwaige Verweise auf die Finanzberichte, um die Beziehung zwischen Mitarbeiterdaten und finanzieller Leistung hervorzuheben.","Zusammensetzung der Belegschaft, Fluktuation und Berichtsmethodologien","Welche Hintergrundinformationen sind zum Verständnis der Daten erforderlich?","keine","","Werte mit ""0"" können ignoriert werden. Diese Felder werden vom Tool als Pflichtfelder angezeigt, obwohl keine Berichtspflichtigkeit hier vorliegt. ","REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
917,"S1-6","Merkmale der Mitarbeiter des Unternehmens","50","50f","Zusätzlich zu den nach Absatz 40 Buchstabe a Ziffer iii des ESRS 2 Allgemeine Angaben erforderlichen Informationen muss das Unternehmen Folgendes angeben:
Einen Querverweis von den nach Buchstabe a vorgelegten Informationen auf die repräsentativste Zahl in den Abschlüssen.","Geben Sie einen Überblick über die Zusammensetzung der Belegschaft, einschließlich der Mitarbeiteranzahl nach Ländern, Geschlechteraufteilung und Mitarbeitertypen. Erläutern Sie die Fluktuationsrate und die spezifischen Methoden zur Datenerhebung. Klären Sie die Definitionen von Mitarbeiterzahl und Vollzeitäquivalent (FTE) und beschreiben Sie die angewandten Berichtsmethodologien für die Mitarbeiterdaten. Geben Sie zudem kontextuelle Informationen, die ein besseres Verständnis der Belegschaftsdynamik ermöglichen, und erklären Sie etwaige Verweise auf die Finanzberichte, um die Beziehung zwischen Mitarbeiterdaten und finanzieller Leistung hervorzuheben.","Zusammensetzung der Belegschaft, Fluktuation und Berichtsmethodologien","Gibt es einen Querverweis von den nach Buchstabe a vorgelegten Informationen auf die repräsentativste Zahl in den Abschlüssen?","Nein, Konsolidierungskreis in Nachhaltigkeit weicht geringfügig ab. ","","Werte mit ""0"" können ignoriert werden. Diese Felder werden vom Tool als Pflichtfelder angezeigt, obwohl keine Berichtspflichtigkeit hier vorliegt. ","REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
937,"S1-9","Diversitätsmetriken","66","66a","Das Unternehmen hat Folgendes anzugeben:
Die Geschlechterverteilung nach Anzahl auf der obersten Führungsebene","Geben Sie den Prozentsatz der Geschlechterverteilung in Managementpositionen an, einschließlich der Repräsentation männlicher, weiblicher und nicht-binärer Mitarbeiter in Führungsrollen. Fügen Sie zudem die Altersverteilung hinzu, mit besonderem Fokus auf Mitarbeiter über 50 Jahre, um Einblicke in die Altersdiversität der Organisation zu gewähren. Diese Daten tragen dazu bei, die Bemühungen der Organisation um Inklusion und Diversität in der Führungsebene sowie in verschiedenen Altersgruppen zu bewerten.","Belegschaftsdemografie: Geschlechter- und Altersverteilung","Geschlechterverteilung nach Anzahl auf der obersten Führungsebene","#1
Geschlecht: Weiblich 
--------------------
Anzahl: 4839 
====================
#2
Geschlecht: Männlich 
--------------------
Anzahl: 924 
====================
#3
Geschlecht: Divers 
--------------------
Anzahl: 1 ","","","REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
